INSTNM,Latitude,Longitude,ZIP,,,
Elite Academy of Hair Design,38.83983612,-97.60760498,43912-2513,,,
Allegiance Beauty School,41.26309204,15.91133881,23505,,,
Top Nails & Hair Beauty School,41.26309204,15.91133881,84118-0000,,,
American Beauty Schools,25.76156998,-80.32683563,33144-0000,,,
M J Murphy Beauty College of Mount Pleasant,52.2131165,0.1089031,48858,,,
Shawnee Beauty College,34.1102829,-117.2852554,74801,,,
The New School Center for Media,40.73554993,-73.99427032,10001,,,
Tunxis Community College,41.70502472,-72.87831879,06032-3187,,,
Rabbinical College Bobover Yeshiva Bnei Zion,32.2203598,34.86867142,11219,,,
Columbia Central University-Caguas,18.22935677,-66.03598022,726,,,
Grays Harbor College,46.95240402,-123.8005905,98520-7599,,,
Liberty Junior College,38.45317841,-122.71064,737,,,
Empire Beauty School-Hooksett,43.09197617,-71.46233368,3106,,,
Springfield Beauty Academy,53.5395282,-2.3861813,22003,,,
National College-Nashville,36.1663475,-86.77905273,37211,,,
Liceo de Arte-Dise-O y Comercio,39.00876236,-75.46864319,725,,,
Belanger School of Nursing,-33.93360138,18.62269974,12304,,,
Manuel and Theresa's School of Hair Design,46.25918961,-63.14972687,77833-3033,,,
Allen County Community College,37.93809509,-95.39629364,66749,,,
Northern Marianas College,15.15186596,145.7216492,96950-1250,,,
Summit Christian College,41.82942581,-103.6767426,69341,,,
University of Puerto Rico-Cayey,18.40485573,-66.0464859,00737-2230,,,
National Latino Education Institute,41.82276535,-87.67590332,60609-2205,,,
Erie 1 BOCES,42.85165787,-78.78736115,14224,,,
Oconee Fall Line Technical College,32.48371506,-82.94616699,31082,,,
Butler County Community College,40.83002472,-79.91304016,16002,,,
Salina Area Technical College,38.79383087,-97.63683319,67401,,,
South Central Career Center,11.66738415,-1.07239723,65775,,,
Beyond The Basics School of Cosmetology,48.82244492,2.33122206,65706-0003,,,
Genesis Career College-Lebanon,36.21578217,-86.3372345,37087,,,
Park Avenue School of Cosmetology,52.9770566,-2.14051319,56470-1551,,,
Allegheny Wesleyan College,40.86711884,-80.86208344,44460-9598,,,
Wilkes Community College,36.14250183,-81.17870331,28697,,,
Trinity College of Puerto Rico,18.21738625,-66.36221313,00716-1111,,,
Missouri College of Cosmetology North,38.62703705,-90.33647919,65804-2000,,,
Mid-Plains Community College,40.20882034,-100.6215591,69101,,,
Southwestern Michigan College,41.96564484,-86.08226013,49047-9793,,,
National University College-Rio Grande,38.88027954,-82.37666321,745,,,
Aparicio-Levy Technical College,33.5451889,-80.82971191,33610,,,
Montcalm Community College,43.25320053,-85.10009766,48885-9723,,,
Garrett College,39.56111145,-79.34221649,21541,,,
Bayshire Academy of Beauty Craft Inc,38.65811157,-90.26731873,48708-5614,,,
Huntington School of Beauty Culture,53.99009323,-1.06364202,25705-2030,,,
Carousel Beauty College-Kettering,39.72425004,-84.10971616,45420,,,
Chattahoochee Valley Community College,32.42375183,-85.0318222,36869,,,
Dewey University-Hato Rey,18.4239006,-66.08309937,910,,,
Chisholm Trail Technology Center,35.84222031,-98.20166779,73764-6335,,,
Beth Medrash of Asbury Park,40.22037888,-74.0118103,08701-5842,,,
York County Community College,43.30730057,-70.59059906,4090,,,
David's Academy of Beauty,8.4222002,-82.44059753,90660,,,
Klamath Community College,42.22642899,-121.7812042,97603-7121,,,
American Broadcasting School-Oklahoma City,35.46849442,-97.52126312,73115,,,
New Age Training,40.74834824,-73.99156952,10001-4034,,,
Inter American University of Puerto Rico-Bayamon,18.40642929,-66.18650818,00957-6257,,,
Advantage Technical College,33.5451889,-80.82971191,00907-0000,,,
Iowa School of Beauty-Des Moines,41.58882141,-93.62030792,50322-3203,,,
Future-Tech Institute,10.42010212,76.10444641,33135-4142,,,
Estes Institute of Cosmetology Arts and Science,36.33044052,-119.2892227,93291,,,
Agape College of Business and Science,38.43327713,-78.87266541,93721-1827,,,
Gods Bible School and College,39.11547852,-84.50619507,45202-6838,,,
Jacksonville Beauty Institute,30.32596779,-81.65676117,32208,,,
Empire Beauty School-Somersworth,43.26371765,-70.86405945,3878,,,
Caribbean Forensic and Technical College,18.40246964,-71.70941925,907,,,
Raphael's School of Beauty Culture Inc-Niles,42.02576828,-87.8010025,44446,,,
Tennessee College of Applied Technology-Oneida-Huntsville,36.20429993,-83.29979706,37756-4149,,,
Bennett Career Institute,36.21824265,-115.2087097,20017,,,
Tennessee College of Applied Technology-Jacksboro,36.20429993,-83.29979706,37757,,,
Hairmasters Institute of Cosmetology,38.38342285,-81.76409912,61701,,,
College of the Marshall Islands,6.08401394,171.7322083,96960,,,
Marion Military Institute,32.62310791,-87.32228088,36756-3207,,,
Southern Arkansas University Tech,33.63149643,-92.71807861,71701-1906,,,
Stellar Career College,23.23106766,77.45066071,95356,,,
Xenon International Academy-Omaha,41.25865173,-95.93719482,68127-3622,,,
Cuyamaca College,32.74364853,-116.9416122,92019,,,
Atlanta Technical College,33.71188354,-84.4072876,30310-4446,,,
Atelier Esthetique Institute of Esthetics,40.76152802,-74.00162506,10001,,,
Rosemead Beauty School,50.9576897,-1.6429932,91770-1639,,,
Tri-State Barber College,48.01544571,-103.6647034,41101-7746,,,
Academy of Hair Technology,-0.2934083,36.01538086,29615-2363,,,
Columbia Central University-Yauco,18.03338051,-66.85032654,698,,,
National University College-Arecibo,18.470438,-66.72227478,612,,,
Columbia Gorge Community College,45.5909996,-121.189003,97058,,,
Panola College,31.80172729,-94.19988251,75633-2397,,,
Everest College-West Los Angeles,34.04923248,-118.377121,90034-3169,,,
Bet Medrash Gadol Ateret Torah,32.00045776,35.17659378,11223-1933,,,
Le Moyne-Owen College,35.11813736,-90.03504944,38126-6595,,,
Dermal Science International Aesthetics and Nail Academy,50.3298111,11.70802975,20190,,,
Wright Beauty Academy,51.86632538,-121.6561356,49015,,,
Phagans Medford Beauty School,42.3265419,-122.8721848,97504,,,
Berea College,37.57312775,-84.29055786,40404-2182,,,
Reid State Technical College,31.46127701,-86.96414185,36401,,,
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,17.97450256,-66.10230255,00784-0000,,,
EDP University of Puerto Rico-Humacao,18.14874649,-65.81910706,00791-0000,,,
Southeast Texas Career Institute,32.72983551,-97.28747559,77656,,,
Vance-Granville Community College,36.08410645,-78.33129883,27537,,,
Springfield College of Beauty,42.1035347,-72.55604553,97477,,,
Portage Lakes Career Center,40.94418335,-81.47325134,44685,,,
Modern Hairstyling Institute-Arecibo,18.470438,-66.72227478,612,,,
Brazosport College,29.0507679,-95.4107132,77566,,,
Meridian Community College,32.36703873,-88.73270416,39307-5801,,,
Atlantic University College,36.89194107,-75.99008942,970,,,
Garnet Career Center,38.89886856,-77.04689789,25301,,,
Gogebic Community College,46.4720993,-90.16549683,49938,,,
Manuel and Theresa's School of Hair Design-Bryan,30.67050743,-96.37051392,77803,,,
Hacienda La Puente Adult Education,34.04452133,-117.9801636,91746-0002,,,
Fairview Beauty Academy,45.53842926,-122.4350128,44126-2214,,,
BJ's Beauty & Barber College,9.52934742,2.25844073,98002-5504,,,
Liceo de Arte y Tecnologia,39.00876236,-75.46864319,917,,,
Carrington College-Phoenix East,33.56179428,-112.1162109,85021,,,
Puerto Rico Conservatory of Music,18.45417023,-66.07943726,00907-3373,,,
Barber & Beauty Institute of New York,40.71304703,-74.00723267,11550-6317,,,
Nevada Regional Technical Center,39.35644913,-116.6553955,64772,,,
Evolve Beauty Academy,55.83834457,-4.20196629,63090,,,
Star Career Academy-Audubon,40.74245071,-74.16910553,19403-2422,,,
East Valley Institute of Technology,46.65999985,-80.98000336,85201,,,
Lamar Community College,38.05993271,-102.6149521,81052-3999,,,
Laurel Technical Institute,41.22919846,-80.51036835,16148,,,
Southern Oklahoma Technology Center,34.18555832,-97.08306122,73401,,,
Miller-Motte College-McCann-Allentown,40.60275269,-75.46975708,18109,,,
University of Puerto Rico-Utuado,18.40485573,-66.0464859,641,,,
Wytheville Community College,36.9576683,-81.07064056,24382-3308,,,
Winonah's International School of Cosmetology,17.36951447,78.50100708,35244-7310,,,
Modern Hairstyling Institute-Bayamon,18.39884758,-66.1582489,961,,,
Washington State Community College,39.43111038,-81.4338913,45750,,,
Western Texas College,32.67905045,-100.9149323,79549,,,
American University of Puerto Rico,18.40642929,-66.18650818,00674-1082,,,
Global Institute,31.69058228,74.97205353,00725-6485,,,
Hopkinsville Community College,36.88259888,-87.48829651,42240,,,
Haywood Community College,35.52754974,-82.93042755,28721-9901,,,
Turtle Mountain Community College,48.88330078,-99.74490356,58316,,,
Lake Land College,39.41684723,-88.38069153,61938,,,
Instituto de Educacion Tecnica Ocupacional La Reine-Manati,18.4289608,-66.49207306,00674-0000,,,
Pat Wilson's Beauty College,34.1102829,-117.2852554,42420,,,
Dewey University-Manati,18.4289608,-66.49207306,00674-0000,,,
National University College-Ponce,18.01262856,-66.6260376,716,,,
Everest College-Skokie,42.02630615,-87.75469208,60077-1074,,,
The Salon Professional Academy-Rochester,51.3903749,0.50725305,55901-4310,,,
Chief Dull Knife College,56.6189003,-3.9436965,59043,,,
Model College of Hair Design,37.42823029,-122.1688614,56301-4332,,,
Modern Hairstyling Institute-Carolina,18.38100052,-65.95796967,985,,,
DCI Career Institute,36.21824265,-115.2087097,15061,,,
American Institute of Trucking,41.72709656,-72.72571564,85043-4380,,,
Savannah Technical College,32.02363586,-81.11540222,31405-5594,,,
Bayamon Community College,18.39884758,-66.1582489,961,,,
Downey Adult School,33.94104004,-118.1274567,90241,,,
Mid-America Technology Center,34.91222,-97.36416626,73095-0210,,,
Colegio de Cinematografia Artes y Television,41.79838943,1.95472586,961,,,
Ozarka College,36.05488968,-91.89527893,72556-0010,,,
Paul Mitchell the School-Lansing,42.7336235,-84.55392456,48912-4686,,,
Haskell Indian Nations University,38.9358902,-95.23098755,66046-4800,,,
Rabbinical College Ohr Yisroel,40.6427536,-73.99388123,11236,,,
Clarksburg Beauty Academy and School of Massage Therapy,39.28330994,-80.35144806,26301,,,
Career Quest Learning Center-Mt. Pleasant,32.79051208,-79.87651825,48858-4427,,,
Massage Therapy Training Institute,38.38342285,-81.76409912,88005,,,
National University College-Caguas,18.22935677,-66.03598022,00725-0000,,,
Academy of Cosmetology Inc,45.68059158,-111.0398789,59715-3544,,,
United Tribes Technical College,46.76861572,-100.7630386,58504,,,
Cortiva Institute-Westport,41.14041519,-73.3535614,06880-4619,,,
Tricoci University of Beauty Culture LLC-Bloomington,39.16658783,-86.53488922,47404,,,
Moler Hollywood Beauty Academy,34.09798813,-118.3295059,45213,,,
Houston Training School-Main Campus,29.76080322,-95.36950684,77029,,,
Mid-Del Technology Center,40.17158127,-80.23858643,73110-4825,,,
Chipola College,30.79179001,-85.23021698,32446-2053,,,
Hazard Community and Technical College,38.23500061,-83.17582703,41701-2402,,,
Houston Training Schools-Gessner,29.77292633,-95.24433136,77063-0000,,,
Houston Training School-Gulfgate,29.76080322,-95.36950684,77087,,,
Stevensons Academy of Hair Design,38.83983612,-97.60760498,70114,,,
Emma's Beauty Academy-Mayaguez,18.20134735,-67.13948822,00680-4222,,,
University of Puerto Rico-Aguadilla,18.40485573,-66.0464859,00604-1309,,,
Asnuntuck Community College,41.9975853,-72.56994629,6082,,,
M T Training Center,47.03351974,-109.6451263,75051,,,
Pathway Vocational Academy,38.65811157,-90.26731873,77701-4650,,,
Escuela de Peritos Electricistas de Isabela Inc,18.49723816,-67.01564789,662,,,
Charlie's Guard-Detective Bureau and Academy Inc,52.5954895,-1.34062445,603,,,
Kiamichi Technology Center-Hugo,34.92110825,-95.3236084,74743,,,
Instituto Tecnologico de Puerto Rico-Recinto de Manati,18.4289608,-66.49207306,00674-1091,,,
Southeast Arkansas College,34.21083069,-92.0276947,71603,,,
Fort Scott Community College,37.81698608,-94.71778107,66701,,,
Knoxville Institute of Hair Design,35.96264267,-83.91672516,37917-6312,,,
Virgil's Beauty College,35.75115585,-95.38014984,74401-6802,,,
Quality Technical and Beauty College,34.1102829,-117.2852554,961,,,
Pipo Academy of Hair Design,38.83983612,-97.60760498,79903,,,
American Technical Institute,38.38342285,-81.76409912,00957-0000,,,
Robert Paul Academy of Cosmetology Arts & Sciences,45.68059158,-111.0398789,21093,,,
Mr Bela's School of Cosmetology Inc,46.25918961,-63.14972687,48091,,,
Beautiful You School of Nail Technology,50.3298111,11.70802975,84721,,,
Dodge City Community College,37.77752686,-100.0084839,67801-2399,,,
Southeastern Community College,34.33042526,-78.7802887,28472-5422,,,
Industrial Technical College,33.5451889,-80.82971191,791,,,
Crowley's Ridge Technical Institute,35.03993988,-90.76806641,72335-0925,,,
Humacao Community College,18.14874649,-65.81910706,791,,,
Ranger College,32.45881271,-98.68250275,76470,,,
Northwestern Connecticut Community College,41.92079926,-73.05883026,6098,,,
Tint School of Makeup & Cosmetology-Seattle,47.60322952,-122.3302765,98121,,,
Dyersburg State Community College,35.96203232,-88.93228912,38024-2411,,,
Richport Technical College,33.5451889,-80.82971191,70836,,,
Scott College of Cosmetology,33.76688385,-84.29457855,26003,,,
Piedmont Community College,36.39390564,-78.98350525,27573,,,
Alvareitas College of Cosmetology-Godfrey,38.95867157,-90.21508789,62035-4150,,,
Star College of Cosmetology 2,64.87072754,-147.8238831,75702-8214,,,
Sanford-Brown College-San Antonio,29.44568825,-98.49684143,78229,,,
Vista College Lubbock,33.58368683,-101.85495,79414,,,
Vista College - Lake Charles,30.2292881,-93.21710968,706000000,,,
Lake Career and Technical Center,44.86023331,-77.83815002,65020,,,
E Q School of Hair Design,34.0620933,-106.8992142,51501,,,
Northeastern Oklahoma A&M College,36.87796021,-94.86478424,74354,,,
Spencerian College-Lexington,38.23210144,-85.63130188,40504,,,
Fort Peck Community College,48.11360931,-105.1927795,59255-0398,,,
Nova College de Puerto Rico,18.21738625,-66.36221313,960,,,
Immokalee Technical College,26.42652321,-81.42501831,34142,,,
Richland Community College,39.88377762,-88.89421844,62521-8513,,,
Saginaw Chippewa Tribal College,43.6108017,-84.73155975,48858,,,
Kiamichi Technology Center-Idabel,33.89499664,-94.82512665,74745-2415,,,
National Personal Training Institute-Tampa,27.94742393,-82.45877838,33634,,,
Community Care College,36.10153961,-95.90503693,74145,,,
Alabama State College of Barber Styling,33.99042511,-85.9927063,35071,,,
Academy of Esthetics and Cosmetology,38.65811157,-90.26731873,91340-3212,,,
Casper College,42.83240891,-106.3253632,82601-4699,,,
Manuel and Theresa's School of Hair Design-Victoria,48.42750168,-123.3672562,77902-7076,,,
University of Arkansas-Pulaski Technical College,34.78290176,-92.29994202,72118-3347,,,
Greene County Career Center,39.89526367,-80.18541718,45385-9545,,,
Redlands Community College,35.51841736,-97.97454834,73036-5304,,,
U.S. Truck Driver Training School,31.34538635,-89.33078083,48312-4518,,,
Louisiana State University-Alexandria,30.41377068,-91.16902161,71302-9121,,,
Tint School of Makeup & Cosmetology,28.18548965,76.49620819,75061-4235,,,
Kiamichi Technology Center-Durant,33.99187851,-96.38725281,74701-1904,,,
Southern School of Beauty Inc,34,-117,74701-5008,,,
Vatterott College-Berkeley,37.85117,-122.2524647,63134,,,
Southern Careers Institute-Austin,30.22687531,-97.78461456,78744,,,
Gordon Cooper Technology Center,35.38027954,-96.90805817,74804,,,
Cloyd's Barber School 2 Inc,37.1429863,-80.58029175,71201,,,
Green Country Technology Center,35.62778091,-95.9402771,74447-1217,,,
Monroe County Community College,41.91655731,-83.46920776,48161-9746,,,
Yeshiva Toras Chaim,39.74194717,-105.0434036,8701,,,
James Sprunt Community College,34.94689941,-77.97720337,28349,,,
Talmudical Seminary of Bobov,51.58985138,48.49637985,11219,,,
Mueller College,-27.21123505,153.0622559,92108-3002,,,
Everest College-Reseda,34.20476532,-118.5347519,91335-4631,,,
DMost Beauty & Body Institute,38.38342285,-81.76409912,30122-2954,,,
Mayland Community College,39.0768925,-84.3853075,28777,,,
New Concepts School of Cosmetology,35.15344238,-84.8950119,37311,,,
Mountwest Community and Technical College,38.42507935,-82.42046356,25701,,,
Colegio Universitario de San Juan,18.46630287,-66.10523224,918,,,
Baptist University of the Americas,29.34998131,-98.54608154,78224-1443,,,
Aiken Technical College,34.9754982,-81.98919678,29829,,,
WellSpring School of Allied Health-Springfield,39.79935837,-89.64362335,65807,,,
Sullivan County BOCES-Practical Nursing Program,41.6545372,-74.68491364,12754,,,
New River Community and Technical College,37.76744461,-81.13578033,25813-8987,,,
Michigan College of Beauty-Monroe,44.87479782,-85.73097992,48161,,,
Kehilath Yakov Rabbinical Seminary,41.22069931,-73.81551361,10562,,,
Everest College-Anaheim,33.83449173,-117.9156418,92801-5229,,,
YTI Career Institute - Altoona,40.5164032,-78.40144348,166000000,,,
Vincennes Beauty College,48.84502411,2.43460369,47591,,,
East Central Community College,32.4449501,-89.11284637,39327-0129,,,
North Central Michigan College,45.36029053,-84.9526825,49770,,,
Galveston College,29.28467178,-94.80765533,77550-7496,,,
Snead State Community College,34.20138931,-86.16999817,35957-0734,,,
Mobile Technical Training,30.68894386,-88.04482269,07606-0000,,,
Western Oklahoma State College,34.67106628,-99.33422852,73521-1397,,,
Morris College,33.93829727,-80.34694672,29150-3599,,,
Monteclaro Escuela de Hoteleria y Artes Culinarias,41.79838943,1.95472586,00745-0000,,,
CET-Salinas,36.67677307,-121.6564636,93906,,,
Southern West Virginia Community and Technical College,37.67550659,-82.29333496,25637,,,
Taylor Institute of Cosmetology II,65.32187653,25.37162209,46534,,,
Virginia Beach City Public Schools School of Practical Nursing,36.87354279,-76.02856445,23456-2499,,,
Capstone College,34.16630173,-118.1505127,91103,,,
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,18.01262856,-66.6260376,00717-0306,,,
Sitting Bull College,46.07350159,-100.6691971,58538-9721,,,
Nunation School of Cosmetology,48.82244492,2.33122206,35208,,,
Lamar State College-Orange,30.09347153,-93.73383331,77630,,,
Miami-Jacobs Career College-Sharonville,39.26528549,-84.43878937,45241,,,
Infinity Career College,23.23106766,77.45066071,39507,,,
CET-El Centro,32.79285431,-115.5655518,92243,,,
Caribbean University-Vega Baja,17.71759987,-64.79750061,964,,,
Phagans School of Beauty,44.93804169,-122.9831543,97301,,,
Western Nebraska Community College,41.8741684,-103.6425018,69361-1899,,,
Omega Institute of Cosmetology,41.88548279,-73.81997681,70360-2716,,,
Tennessee College of Applied Technology-McKenzie,36.20429993,-83.29979706,38201,,,
Gordon State College,33.04745865,-84.15502167,30204,,,
Opelousas School of Cosmetology,30.52572441,-92.08427429,70570,,,
Augusta School of Massage,33.47249222,-81.96439362,30809,,,
West Virginia Northern Community College,40.06330872,-80.72129059,26003-3699,,,
Florida Gateway College,30.17330551,-82.56780243,32025-2007,,,
Wood County School of Practical Nursing,41.37491226,-83.6504364,26101,,,
Collins School of Cosmetology,41.74583054,-85.06305695,40965,,,
Love Beauty School Inc,41.26309204,15.91133881,37355,,,
Columbia Institute,34.00928497,-81.03709412,20906-4503,,,
Soma Institute-The National School of Clinical Massage Therapy,39.11688232,-77.16082764,60604-4110,,,
Vista College-Beaumont,30.07098579,-94.13188934,77701,,,
Charter College-Canyon Country,34.41910172,-118.4401093,91351,,,
Wor-Wic Community College,38.37244797,-75.50206757,21804-7131,,,
Everest College-Alhambra,34.09516144,-118.1268387,91803,,,
Coachella Valley Beauty College-Hemet,33.76668549,-116.3591766,92545,,,
Laney College,37.79439545,-122.2611389,94607,,,
Sanford-Brown Institute-White Plains,41.02850342,-73.74517822,10604-2910,,,
Paul Mitchell the School-Dallas,32.77797699,-96.79621124,75006,,,
Spartanburg Community College,34.97548294,-81.98976135,29303,,,
Crevier's Academy of Cosmetology Arts,45.68059158,-111.0398789,59901,,,
Western Piedmont Community College,35.72197723,-81.68978882,28655-4511,,,
EDP University of Puerto Rico-Manati,18.40485573,-66.0464859,00674-0000,,,
Manna University,-4.43648291,102.9113846,28314-2343,,,
Everest College-Burr Ridge,41.7456398,-87.91867828,60527,,,
Everest College-Earth City,38.76860428,-90.46714783,63045,,,
Carl Albert State College,35.0391655,-94.63509369,74953-5208,,,
Copiah-Lincoln Community College,31.69144058,-90.39677429,39191,,,
Huertas College,-3.6068089,-79.63162994,725,,,
Paul Mitchell the School-Rhode Island,41.6282959,-71.51880646,2920,,,
Palau Community College,7.43968773,134.545166,96940,,,
Otero College,37.97159958,-103.5453796,81050,,,
Bryan College-Gold River,35.49728394,-84.99966431,95670-4443,,,
Putnam Career and Technical Center,41.91499329,-71.91190338,25070-0640,,,
Greater Altoona Career & Technology Center,40.50837708,-78.3980484,16602-3616,,,
Coffeyville Community College,37.03397751,-95.62323761,67337-5064,,,
Carver Bible College,33.72330475,-84.51519775,30331,,,
Albany Technical College,31.55299187,-84.17494202,31701,,,
Glen Oaks Community College,41.89220047,-85.49669647,49032-9719,,,
Academy of Career Training,38.65811157,-90.26731873,34741,,,
L'Ecole Culinaire-Memphis,35.14337921,-90.05213928,38016,,,
CET-El Paso,31.76010704,-106.4922943,79907,,,
Alpena Community College,45.07976913,-83.44801331,49707,,,
Sauk Valley Community College,41.81750107,-89.59794617,61021-9112,,,
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,18.21738625,-66.36221313,924,,,
Caddo Kiowa Technology Center,40.17158127,-80.23858643,73038-0190,,,
Buchanan Beauty College-Pleasantview,53.49296951,-113.5065155,37146-8189,,,
D A Dorsey Technical College,33.5451889,-80.82971191,33147-6304,,,
Bainbridge State College,30.89771652,-84.53438568,39819,,,
Johnston Community College,35.50259781,-78.33110046,27577-2350,,,
Fortis College-Montgomery,39.09831238,-77.15821075,36117,,,
Harrison College-Morrisville,35.81964111,-78.82302094,27560-0000,,,
Styles and Profiles Beauty College,34.1102829,-117.2852554,38375,,,
Dewey University-Bayamon,18.39884758,-66.1582489,00959-0000,,,
Dewey University-Fajardo,18.33037949,-65.66060638,910,,,
University of Arkansas Hope-Texarkana,33.64179993,-93.59632111,71801,,,
EDIC College,64.87072754,-147.8238831,00725-0000,,,
Luna Community College,35.61761856,-105.2539749,87701,,,
Southeastern Technical College,32.08325958,-82.12057495,30474,,,
Hussian College-Daymar College Nashville,37.73765945,-87.14343262,37214,,,
New Community Career & Technical Institute,42.73594284,-84.47833252,07103-2419,,,
Kansas Christian College,38.99583054,-94.66638947,66204-1975,,,
Dewey University-Hatillo,18.48067856,-66.82073975,00659-0000,,,
Tillamook Bay Community College,45.45660019,-123.8136978,97141,,,
Coachella Valley Beauty College,33.76668549,-116.3591766,92253,,,
Mississippi Institute of Aesthetics Nails & Cosmetology,32.7208786,-89.65620422,39056,,,
CEM College-San Juan,36.77013016,-108.16642,00926-1931,,,
Piedmont International University,36.08729172,-80.24890137,27101-5025,,,
Gerbers Akron Beauty School,41.08481979,-81.51560974,44313,,,
Southern State Community College,39.23602676,-83.6140213,45133-9406,,,
Cannella School of Hair Design-Chicago,41.73136139,-87.55168152,60617-4303,,,
Arizona Academy of Beauty,34.29322815,-111.6645966,85712,,,
Intellitec College-Grand Junction,39.06537247,-108.5695343,81506,,,
Gwinnett Institute,33.95500183,-83.9882431,32826-9998,,,
CET-Soledad,36.42795181,-121.3282089,93960-2996,,,
Bitterroot School of Cosmetology,40.0859791,-82.90078616,59840,,,
Everest Institute-Grand Rapids,42.96546173,-85.67017365,49525,,,
Citrus Heights Beauty College,38.71307373,-121.2895279,95610-1410,,,
McDowell Technical Community College,35.87930679,-77.5736618,28752-8728,,,
East San Gabriel Valley Regional Occupational Program,33.95996094,-117.810112,91790,,,
Eastern Oklahoma State College,34.91413116,-95.33170319,74578-4999,,,
Highland Community College,39.86112213,-95.27225494,61032-9341,,,
Everest Institute-Silver Spring,38.99766159,-77.02702332,20910,,,
Southwest College for the Deaf,33.92863846,-118.3059692,79720-7298,,,
Coffeyville Technical Campus,37.03298187,-95.61571503,673000000,,,
Carl Sandburg College,40.98130798,-90.40676117,61401,,,
American Academy of Personal Training,40.2204365,-74.83669455,10013,,,
Ross Medical Education Center-Midland,31.99743271,-102.0780411,48640-2690,,,
Stautzenberger College-Maumee,41.56529236,-83.65306854,43537-4007,,,
Valley Beauty School,48.50613403,-102.8321228,43701,,,
Sanford-Brown College-Atlanta,33.80155182,-84.39362335,30328,,,
West Georgia Technical College,32.64828873,-83.44437408,30182,,,
Bryant & Stratton College-Bayshore,43.03937149,-87.91516113,53217,,,
Everest College-Gardena,33.88376236,-118.3091431,90247,,,
Orangeburg Calhoun Technical College,33.5451889,-80.82971191,29118-8299,,,
Miller-Motte Technical College-Gulfport,30.46071243,-89.10140991,39503,,,
Everest University-Brandon,49.80944061,-97.13278198,33619-1354,,,
East Arkansas Community College,35.04456711,-90.79147339,72335-2204,,,
Cannella School of Hair Design-Blue Island,41.66082001,-87.68276215,60406-2130,,,
American Institute-Clifton,40.86541748,-74.16099548,7011,,,
Maysville Community and Technical College,38.62670135,-83.80519867,41056,,,
Bryant & Stratton College-Buffalo,42.8876915,-78.87937164,14203,,,
Central Yeshiva Tomchei Tmimim Lubavitz,40.85012817,-73.92926025,11213-2798,,,
Sanford-Brown College-Houston,38.80128098,-90.66009521,77042,,,
University of Aesthetics & Cosmetology,34.36377335,-89.53578186,60622-2151,,,
College of Business and Technology-Miami Gardens,25.68474007,-80.36489105,33014-6338,,,
Antonelli Medical and Professional Institute,45.55422211,11.14281464,19464,,,
Creative Hair School of Cosmetology,48.82244492,2.33122206,48507,,,
American National University,37.36315155,-81.03913879,24153,,,
Ross Medical Education Center-Bowling Green,39.07821037,-76.52217415,42104-3357,,,
Patrick & Henry Community College,33.69148636,-117.9197083,24112,,,
Northwest-Shoals Community College,34.75389099,-87.69919586,35661,,,
Halifax Community College,36.42829895,-77.61840057,27890,,,
Eastern West Virginia Community and Technical College,39.07580566,-78.93067932,26836-0000,,,
Selma University,32.4204216,-87.03492737,36701,,,
Seattle Vocational Institute,47.60322952,-122.3302765,98144-2219,,,
InterCoast Career Institute-Salem,43.63837433,-70.3572464,3079,,,
Professional Beauty School,41.26309204,15.91133881,98902,,,
Everest Institute-Chelsea,30.33003807,-97.65534973,2150,,,
Harrison College-Terre Haute,39.46648026,-87.41257477,478000000,,,
Brightwood Career Institute-Philadelphia Mills,40.08703995,-74.96180725,19154,,,
Paul Mitchell the School-Woodbridge,52.0540928,1.3204581,22192,,,
Walters State Community College,36.21313858,-83.26229858,37813-6899,,,
Copiah-Lincoln Community College-Natchez Campus,31.51132393,-91.39867401,39120,,,
Ross Medical Education Center-Muncie,40.19365311,-85.38652039,47303-6413,,,
Olney Central College,38.73128128,-88.08500671,62450,,,
Sunnyside Beauty Academy,40.74522018,-73.92112732,98944,,,
Sanford-Brown Institute-Ft Lauderdale,26.12416267,-80.14358521,33309,,,
Riveroak Technical College,33.5451889,-80.82971191,32064,,,
Bryant & Stratton College-Amherst,43.04046631,-78.74169159,14068,,,
Jones County Junior College,31.69120979,-89.12986755,39437,,,
Fortis Institute-Pensacola,30.40689659,-87.21756744,32514,,,
InterCoast Colleges-Carson,33.82781982,-118.2723541,90745,,,
Brightwood College-Baltimore,39.29044342,-76.61233521,21227-1063,,,
Automeca Technical College-Aguadilla,18.42751312,-67.15486145,605,,,
Harrison College-Grove City,41.15752411,-80.07971954,43123,,,
Frank Phillips College,35.65419769,-101.4058914,79008-5118,,,
Ridley-Lowell Business & Technical Institute,42.6454277,-71.30740356,2893,,,
Automeca Technical College-Bayamon,18.39884758,-66.1582489,961,,,
Mercer County Technical Education Center,37.3605423,-81.1056366,24740,,,
Automeca Technical College-Caguas,18.22935677,-66.03598022,725,,,
Sanford-Brown College-Middleburg Heights,41.37414169,-81.82315826,44130,,,
West Kentucky Community and Technical College,37.05551147,-88.66110992,42001,,,
Golf Academy of America-Myrtle Beach,33.68785095,-78.8838501,29579,,,
Florence-Darlington Technical College,34.24423599,-79.81742096,29501-0548,,,
Automeca Technical College-Ponce,18.01262856,-66.6260376,731,,,
